draw_no,draw_date,winner_1st,prize_1st,winner_2nd,prize_2nd,winner_3rd,prize_3rd,winner_4th,prize_4th,winner_5th,prize_5th,num_1,num_2,num_3,num_4,num_5,num_6,bonus_num
1158,2025-02-08,21,1394358197,86,56747136,"3,032",1609583,"155,209",50000,"2,610,120",5000,21,25,27,32,37,38,20
1157,2025-02-01,12,2257842157,141,32026130,"4,549",992677,"201,847",50000,"3,100,779",5000,5,7,12,20,25,26,28
1156,2025-01-25,21,1505207090,73,72167464,"3,494",1507792,"162,883",50000,"2,706,409",5000,30,31,34,39,41,45,7
1155,2025-01-18,7,4066375179,78,60821851,"3,171",1496091,"160,366",50000,"2,654,046",5000,10,16,19,27,37,38,13
1154,2025-01-11,15,1854965425,62,74796993,"3,190",1453735,"154,785",50000,"2,559,114",5000,4,8,22,26,32,38,27
1153,2025-01-04,15,2027312925,79,64155473,"3,506",1445603,"167,692",50000,"2,848,165",5000,1,9,10,13,35,44,5
1152,2024-12-28,35,874349668,79,64561685,"3,354",1520684,"146,890",50000,"2,440,804",5000,30,31,32,35,36,37,5
1151,2024-12-21,17,1620503030,102,45013974,"3,351",1370166,"163,055",50000,"2,635,014",5000,2,3,9,15,27,29,8
1150,2024-12-14,17,1570620309,226,19690668,"3,413",1303865,"166,846",50000,"2,626,598",5000,8,9,18,35,39,45,25
1149,2024-12-07,17,1613380765,74,61773588,"2,924",1563354,"145,209",50000,"2,448,589",5000,8,15,19,21,32,36,38
1148,2024-11-30,13,2073332308,97,46311547,"3,082",1457567,"154,963",50000,"2,581,682",5000,3,6,13,15,16,22,32
1147,2024-11-23,8,3323422079,83,53388307,"3,588",1235014,"173,036",50000,"2,750,379",5000,7,11,24,26,27,37,32
1146,2024-11-16,11,2526476353,72,64331574,"3,030",1528672,"158,146",50000,"2,677,017",5000,6,11,17,19,40,43,28
1145,2024-11-09,9,3051630084,63,72657860,"3,312",1382079,"164,055",50000,"2,647,054",5000,2,11,31,33,37,44,32
1144,2024-11-02,18,1489347375,94,47532364,"3,626",1232224,"172,239",50000,"2,766,594",5000,3,4,12,15,26,34,6
1143,2024-10-26,11,2545657023,90,51855977,"3,154",1479721,"156,400",50000,"2,612,029",5000,10,16,17,27,28,36,6
1142,2024-10-19,9,3117517709,67,69795173,"2,841",1645997,"146,936",50000,"2,474,033",5000,2,8,28,30,37,41,22
1141,2024-10-12,11,2457758285,100,45058902,"3,371",1336663,"165,233",50000,"2,718,563",5000,7,11,12,21,26,35,20
1140,2024-10-05,12,2279823938,83,54935517,"3,345",1363124,"158,343",50000,"2,644,989",5000,7,10,22,29,31,38,15
1139,2024-09-28,13,2167490972,75,62616406,"3,240",1449454,"163,236",50000,"2,645,260",5000,5,12,15,30,37,40,18
1138,2024-09-21,14,1902656786,50,88790650,"2,865",1549576,"145,690",50000,"2,404,999",5000,14,16,19,20,29,34,35
1137,2024-09-14,14,2023447688,111,42534937,"3,323",1420818,"163,296",50000,"2,737,836",5000,4,9,12,15,33,45,26
1136,2024-09-07,12,2314468157,75,61719151,"2,906",1592890,"144,451",50000,"2,452,383",5000,21,33,35,38,42,44,1
1135,2024-08-31,9,2953726125,91,48687794,"3,417",1296632,"163,808",50000,"2,654,691",5000,1,6,13,19,21,33,4
1134,2024-08-24,14,1755689384,97,42233078,"3,961",1034236,"180,353",50000,"2,807,905",5000,3,7,9,13,19,24,23
1133,2024-08-17,13,2105079491,73,62479529,"2,737",1666426,"143,047",50000,"2,393,005",5000,13,14,20,28,29,34,23
1132,2024-08-10,11,2404951807,73,60398334,"3,086",1428736,"148,359",50000,"2,463,697",5000,6,7,19,28,34,41,5
1131,2024-08-03,17,1542367898,56,78036471,"2,861",1527453,"144,842",50000,"2,471,592",5000,1,2,6,14,27,38,33
1130,2024-07-27,12,2263301219,69,65602934,"2,900",1560898,"137,397",50000,"2,334,975",5000,15,19,21,25,27,28,40
1129,2024-07-20,11,2369567660,107,40600069,"3,142",1382625,"154,322",50000,"2,542,398",5000,5,10,11,17,28,34,22
1128,2024-07-13,63,419925560,77,57262577,"2,987",1476137,"153,592",50000,"2,545,750",5000,1,5,8,16,28,33,45
1127,2024-07-06,12,2267891969,84,53997428,"3,007",1508409,"145,646",50000,"2,443,423",5000,10,15,24,30,31,37,32
1126,2024-06-29,11,2386382421,91,48077302,"3,114",1404957,"157,300",50000,"2,626,764",5000,4,5,9,11,37,40,7
1125,2024-06-22,12,2195289188,78,56289467,"3,066",1432022,"147,313",50000,"2,442,674",5000,6,14,25,33,40,44,30
1124,2024-06-15,10,2623327913,87,50255324,"3,123",1400005,"158,630",50000,"2,619,643",5000,3,8,17,30,33,34,28
1123,2024-06-08,16,1731310711,77,59958813,"2,945",1567684,"147,087",50000,"2,456,500",5000,13,19,21,24,34,35,26
1122,2024-06-01,11,2556266046,99,47338261,"2,932",1598393,"151,473",50000,"2,540,890",5000,3,6,21,30,34,35,22
1121,2024-05-25,11,2524513262,76,60898347,"2,956",1565723,"148,984",50000,"2,494,773",5000,6,24,31,32,38,44,8
1120,2024-05-18,11,2522163375,91,50812816,"3,049",1516552,"154,910",50000,"2,532,990",5000,2,19,26,31,38,41,34
1119,2024-05-11,19,1396028764,97,45574823,"3,108",1422381,"155,000",50000,"2,560,859",5000,1,9,12,13,20,45,3
1118,2024-05-04,19,1477445132,72,64980226,"3,518",1329897,"145,194",50000,"2,435,050",5000,11,13,14,15,16,45,3
1117,2024-04-27,9,3028385542,94,48325302,"3,161",1437071,"155,379",50000,"2,567,618",5000,3,4,9,30,33,36,7
1116,2024-04-20,10,2695000238,114,39400589,"2,896",1550991,"145,548",50000,"2,444,108",5000,15,16,17,25,30,31,32
1115,2024-04-13,12,2257278282,60,75242610,"3,103",1454901,"158,614",50000,"2,584,491",5000,7,12,23,32,34,36,8
1114,2024-04-06,17,1583813824,88,50994006,"3,221",1393193,"160,537",50000,"2,574,463",5000,10,16,19,32,33,38,3
1113,2024-03-30,14,1987426822,57,81356654,"2,936",1579472,"146,997",50000,"2,444,535",5000,11,13,20,21,32,44,8
1112,2024-03-23,10,2804455650,59,79221912,"3,077",1519043,"148,163",50000,"2,461,430",5000,16,20,26,36,42,44,24
1111,2024-03-16,16,1714662540,97,47138490,"5,096",897260,"171,363",50000,"2,608,760",5000,3,13,30,33,43,45,4
1110,2024-03-09,16,1647392719,118,37229214,"3,654",1202258,"173,234",50000,"2,747,163",5000,3,7,11,20,22,41,24
1109,2024-03-02,17,1584352875,84,53440474,"3,347",1341202,"180,255",50000,"2,734,683",5000,10,12,13,19,33,40,2
1108,2024-02-24,14,1957990849,96,47590056,"3,227",1415757,"157,579",50000,"2,572,268",5000,7,19,26,37,39,44,27
1107,2024-02-17,14,2025625233,82,57639743,"3,357",1407942,"162,265",50000,"2,581,512",5000,6,14,30,31,40,41,29
1106,2024-02-10,11,2790462819,67,76355948,"3,374",1516257,"168,792",50000,"2,788,452",5000,1,3,4,29,42,45,36
1105,2024-02-03,15,1834853800,83,55266681,"2,898",1582863,"148,700",50000,"2,503,114",5000,6,16,34,37,39,40,11
1104,2024-01-27,15,1817193100,76,59776089,"3,000",1514328,"148,589",50000,"2,490,276",5000,1,7,21,30,35,38,2
1103,2024-01-20,17,1574419633,76,58695469,"2,909",1533468,"144,537",50000,"2,436,768",5000,10,12,29,31,40,44,2
1102,2024-01-13,20,1383591413,63,73205895,"3,042",1516099,"147,705",50000,"2,461,606",5000,13,14,22,26,37,38,20
1101,2024-01-06,13,2100529500,75,60681964,"3,363",1353300,"159,797",50000,"2,596,082",5000,6,7,13,28,36,42,41
1100,2023-12-30,13,2207575472,81,59050373,"2,869",1667160,"146,262",50000,"2,503,154",5000,17,26,29,30,31,43,12
1099,2023-12-23,9,2959934125,71,62533820,"2,701",1643800,"134,122",50000,"2,306,011",5000,3,20,28,38,40,43,4
1098,2023-12-16,13,1930461895,68,61509816,"2,840",1472771,"138,090",50000,"2,311,866",5000,12,16,21,24,41,43,15
1097,2023-12-09,7,3864293090,67,67288686,"2,631",1713547,"135,670",50000,"2,317,263",5000,14,33,34,35,37,40,4
1096,2023-12-02,10,2539391175,85,49791984,"2,924",1447442,"141,700",50000,"2,386,598",5000,1,12,16,19,23,43,34
1095,2023-11-25,10,2617825575,57,76544608,"2,584",1688484,"135,653",50000,"2,278,659",5000,8,14,28,29,34,40,12
1094,2023-11-18,12,2112854469,87,48571368,"2,725",1550719,"136,802",50000,"2,278,728",5000,6,7,15,22,26,40,41
1093,2023-11-11,13,1967040750,65,65568025,"2,928",1455575,"141,232",50000,"2,327,509",5000,10,17,22,30,35,43,44
1092,2023-11-04,16,1583289844,84,50263170,"3,327",1269044,"160,096",50000,"2,540,721",5000,7,18,19,26,33,45,37
1091,2023-10-28,9,2898470459,65,66887780,"2,873",1513299,"149,578",50000,"2,481,449",5000,6,20,23,24,28,30,44
1090,2023-10-21,11,2386494614,88,49718638,"2,931",1492747,"143,714",50000,"2,398,962",5000,12,19,21,29,40,45,1
1089,2023-10-14,9,2978522167,79,56554219,"2,825",1581517,"138,575",50000,"2,338,390",5000,4,18,31,37,42,43,40
1088,2023-10-07,11,2434697898,94,47485243,"2,991",1492348,"141,487",50000,"2,352,280",5000,11,21,22,30,39,44,31
1087,2023-09-30,16,1732253602,71,65061169,"2,989",1545448,"149,854",50000,"2,506,601",5000,13,14,18,21,34,44,16
1086,2023-09-23,17,1515913809,67,64105808,"3,270",1313483,"155,241",50000,"2,500,478",5000,11,16,25,27,35,36,37
1085,2023-09-16,23,1073277473,80,51427879,"3,471",1185316,"156,670",50000,"2,475,529",5000,4,7,17,18,38,44,36
1084,2023-09-09,15,1738764600,107,40625342,"3,003",1447523,"151,391",50000,"2,512,924",5000,8,12,13,29,33,42,5
1083,2023-09-02,15,1713084525,72,59482102,"3,274",1308098,"154,536",50000,"2,501,816",5000,3,7,14,15,22,38,17
1082,2023-08-26,7,3720489643,62,70009214,"2,768",1568126,"142,123",50000,"2,390,544",5000,21,26,27,32,34,42,31
1081,2023-08-19,11,2343892944,92,46708012,"2,923",1470112,"143,152",50000,"2,390,493",5000,1,9,16,23,24,38,17
1080,2023-08-12,7,3639444429,82,51780714,"2,720",1561037,"136,257",50000,"2,254,999",5000,13,16,23,31,36,44,38
1079,2023-08-05,9,2712329417,85,47864637,"3,212",1266655,"145,773",50000,"2,344,700",5000,4,8,18,24,37,45,6
1078,2023-07-29,12,2141604938,77,55626103,"2,691",1591680,"135,352",50000,"2,334,106",5000,6,10,11,14,36,38,43
1077,2023-07-22,7,3570901018,98,42510727,"3,235",1287806,"149,808",50000,"2,428,987",5000,4,8,17,30,40,43,34
1076,2023-07-15,9,2672689750,86,46616682,"3,109",1289494,"148,521",50000,"2,417,204",5000,3,7,9,33,36,37,10
1075,2023-07-08,9,2896337167,160,27153161,"2,750",1579821,"134,529",50000,"2,267,024",5000,1,23,24,35,44,45,10
1074,2023-07-01,12,2134763657,78,54737530,"2,711",1574891,"143,155",50000,"2,311,622",5000,1,6,20,27,28,41,15
1073,2023-06-24,11,2345227603,62,69348129,"2,994",1436067,"146,834",50000,"2,387,538",5000,6,18,28,30,32,38,15
1072,2023-06-17,12,2175006375,93,46774331,"2,872",1514629,"145,504",50000,"2,400,605",5000,16,18,20,23,32,43,27
1071,2023-06-10,5,5183979750,83,52047990,"2,891",1494287,"143,234",50000,"2,391,950",5000,1,2,11,21,30,35,39
1070,2023-06-03,14,1859116929,63,68856183,"2,938",1476495,"142,759",50000,"2,353,987",5000,3,6,14,22,30,41,36
1069,2023-05-27,14,1863217554,79,55031743,"3,006",1446277,"146,335",50000,"2,419,527",5000,1,10,18,22,28,31,44
1068,2023-05-20,19,1363929514,87,49644944,"3,114",1386998,"150,789",50000,"2,480,427",5000,4,7,19,26,33,35,3
1067,2023-05-13,13,1981114010,82,52346509,"3,679",1166734,"163,488",50000,"2,567,588",5000,7,10,19,23,28,33,18
1066,2023-05-06,15,1670947250,88,47470093,"3,323",1257108,"152,826",50000,"2,432,046",5000,6,11,16,19,21,32,45
1065,2023-04-29,14,1852593938,74,58415125,"3,117",1386821,"148,561",50000,"2,416,212",5000,3,18,19,23,32,45,24
1064,2023-04-22,19,1348168106,62,68858049,"3,296",1295267,"158,665",50000,"2,525,390",5000,3,6,9,18,22,35,14
1063,2023-04-15,7,3770311875,55,79976313,"2,706",1625535,"139,518",50000,"2,401,618",5000,3,6,22,23,24,38,30
1062,2023-04-08,7,3801933804,68,65229257,"2,668",1662515,"133,599",50000,"2,278,058",5000,20,31,32,40,41,45,12
1061,2023-04-01,11,2422768773,99,44866089,"3,003",1479102,"145,857",50000,"2,425,576",5000,4,24,27,35,37,45,15
1060,2023-03-25,28,898238907,96,43664392,"4,593",912646,"179,475",50000,"2,566,118",5000,3,10,24,33,38,45,36
1059,2023-03-18,13,2033168481,83,53074680,"3,127",1408762,"151,941",50000,"2,516,955",5000,7,10,22,25,34,40,27
1058,2023-03-11,13,2058020250,60,74317398,"3,074",1450568,"152,446",50000,"2,545,208",5000,11,23,25,30,32,40,42
1057,2023-03-04,17,1616069714,664,6895880,"2,962",1545870,"146,471",50000,"2,461,496",5000,8,13,19,27,40,45,12
1056,2023-02-25,14,1969662456,81,56739248,"3,223",1425964,"150,996",50000,"2,464,595",5000,13,20,24,32,36,45,29
1055,2023-02-18,11,2362815205,92,47085086,"3,413",1269215,"165,590",50000,"2,662,001",5000,4,7,12,14,22,33,31
1054,2023-02-11,9,3147925709,66,71543767,"2,714",1739827,"140,308",50000,"2,407,955",5000,14,19,27,28,30,45,33
1053,2023-02-04,7,4090367411,64,74563990,"2,702",1766135,"136,905",50000,"2,367,764",5000,22,26,29,30,34,45,15
1052,2023-01-28,11,2341682762,108,39750788,"2,926",1467220,"148,178",50000,"2,405,830",5000,5,17,26,27,35,38,1
1051,2023-01-21,18,1669558480,70,71552507,"2,824",1773611,"143,314",50000,"2,477,370",5000,21,26,30,32,33,35,44
1050,2023-01-14,17,1535083280,70,62134324,"2,866",1517587,"144,610",50000,"2,402,116",5000,6,12,31,35,38,43,17
1049,2023-01-07,15,1727810100,89,48533992,"2,968",1455366,"147,061",50000,"2,462,622",5000,3,5,13,20,21,37,17
1048,2022-12-31,17,1612494508,102,44791515,"3,817",1196944,"170,086",50000,"2,721,555",5000,6,12,17,21,32,39,30
1047,2022-12-24,9,2748797875,83,49677071,"2,728",1511436,"139,530",50000,"2,313,403",5000,2,20,33,40,42,44,32
1046,2022-12-17,12,2011415719,57,70575991,"2,959",1359524,"139,560",50000,"2,260,269",5000,7,16,25,29,35,36,28
1045,2022-12-10,13,1990060443,67,64355189,"2,699",1597554,"135,872",50000,"2,280,432",5000,6,14,15,19,21,41,37
1044,2022-12-03,8,3136941235,72,58091505,"2,597",1610547,"134,226",50000,"2,254,796",5000,12,17,20,26,28,36,4
1043,2022-11-26,17,1468646956,86,48385656,"3,156",1318494,"155,087",50000,"2,495,858",5000,3,5,12,22,26,31,19
1042,2022-11-19,20,1240663669,100,41355456,"3,567",1159391,"157,156",50000,"2,462,593",5000,5,14,15,23,34,43,4
1041,2022-11-12,25,935091165,85,45837803,"3,947",987133,"167,535",50000,"2,620,869",5000,6,7,9,11,17,18,45
1040,2022-11-05,7,3660482625,63,67786716,"2,583",1653335,"133,245",50000,"2,235,373",5000,8,16,26,29,31,36,11
1039,2022-10-29,16,1585019672,80,52833990,"2,773",1524241,"140,403",50000,"2,359,126",5000,2,3,6,19,36,39,26
1038,2022-10-22,15,1627457225,77,52839521,"3,364",1209466,"154,690",50000,"2,436,512",5000,7,16,24,27,37,44,2
1037,2022-10-15,15,1708576825,78,54762078,"2,713",1574435,"137,021",50000,"2,279,500",5000,2,14,15,22,27,33,31
1036,2022-10-08,9,2837323167,64,66499762,"2,593",1641337,"133,443",50000,"2,231,388",5000,2,5,22,32,34,45,39
1035,2022-10-01,8,3231193735,71,60679695,"2,848",1512732,"141,624",50000,"2,366,499",5000,9,14,34,35,41,42,2
1034,2022-09-24,9,2868856209,66,65201278,"2,898",1484916,"142,939",50000,"2,400,364",5000,26,31,32,33,38,40,11
1033,2022-09-17,13,1913414943,79,52477625,"3,083",1344708,"145,505",50000,"2,376,004",5000,3,11,15,20,35,44,10
1032,2022-09-10,10,2675257538,90,49541807,"3,078",1448591,"149,807",50000,"2,458,611",5000,1,6,12,19,36,42,28
1031,2022-09-03,8,3213957563,64,66957450,"2,789",1536493,"132,815",50000,"2,247,015",5000,6,7,22,32,35,36,19
1030,2022-08-27,19,1276406507,104,38864942,"3,278",1233055,"154,929",50000,"2,473,576",5000,2,5,11,17,24,29,9
1029,2022-08-20,10,2527848450,62,67952916,"2,614",1611738,"125,573",50000,"2,136,972",5000,12,30,32,37,39,41,24
1028,2022-08-13,20,1181235132,91,43268687,"2,810",1401228,"142,778",50000,"2,333,653",5000,5,7,12,13,18,35,23
1027,2022-08-06,10,2460504338,83,49407718,"2,700",1518830,"134,097",50000,"2,217,201",5000,14,16,27,35,39,45,5
1026,2022-07-30,15,1619118475,76,53260477,"2,786",1452907,"138,907",50000,"2,290,094",5000,5,12,13,31,32,41,34
1025,2022-07-23,4,6118853344,69,59119356,"2,671",1527232,"134,665",50000,"2,258,426",5000,8,9,20,25,29,33,7
1024,2022-07-16,8,3020323500,63,63922191,"2,616",1539411,"134,065",50000,"2,224,097",5000,9,18,20,22,38,44,10
1023,2022-07-09,9,2745677875,72,57201623,"2,506",1643463,"127,810",50000,"2,172,239",5000,10,14,16,18,29,35,25
1022,2022-07-02,5,4866468075,63,64371271,"2,580",1571857,"127,962",50000,"2,155,059",5000,5,6,11,29,42,45,28
1021,2022-06-25,12,2108962250,56,75320081,"2,461",1713907,"126,484",50000,"2,182,497",5000,12,15,17,24,29,45,16
1020,2022-06-18,13,1966431520,77,55332489,"2,817",1512461,"138,221",50000,"2,300,467",5000,12,27,29,38,41,45,6
1019,2022-06-11,50,438565140,75,48729460,"5,823",627634,"192,646",50000,"2,506,493",5000,1,4,13,17,34,39,6
1018,2022-06-04,2,12361744688,62,66460993,"2,693",1530109,"130,602",50000,"2,216,230",5000,3,19,21,25,37,45,35
1017,2022-05-28,7,3517684822,70,58628081,"2,596",1580881,"133,621",50000,"2,235,724",5000,12,18,22,23,30,34,32
1016,2022-05-21,11,2260660671,68,60949185,"2,686",1543018,"132,413",50000,"2,202,914",5000,15,26,28,34,41,42,44
1015,2022-05-14,8,3051105610,102,39883734,"2,880",1412549,"144,321",50000,"2,304,033",5000,14,23,31,33,37,40,44
1014,2022-05-07,10,2410449338,69,58223414,"2,849",1410115,"143,906",50000,"2,372,712",5000,3,11,14,18,26,27,21
1013,2022-04-30,5,5047570725,79,53244417,"2,586",1626570,"128,697",50000,"2,157,701",5000,21,22,26,34,36,41,32
1012,2022-04-23,13,1861944318,76,53081746,"2,882",1399797,"141,514",50000,"2,324,952",5000,5,11,18,20,35,45,3
1011,2022-04-16,11,2220348512,76,53561039,"2,818",1444514,"137,485",50000,"2,292,065",5000,1,9,12,26,35,38,42
1010,2022-04-09,8,3119380079,66,63017780,"2,781",1495568,"136,828",50000,"2,278,193",5000,9,12,15,25,34,36,3
1009,2022-04-02,15,1702462825,69,61683436,"2,632",1617081,"133,476",50000,"2,232,525",5000,15,23,29,34,40,44,20
1008,2022-03-26,11,2267377910,97,42854222,"2,826",1470935,"141,072",50000,"2,311,009",5000,9,11,30,31,41,44,33
1007,2022-03-19,9,2718786375,70,58259709,"2,844",1433960,"137,134",50000,"2,256,573",5000,8,11,16,19,21,25,40
1006,2022-03-12,9,2855602125,65,65898511,"2,487",1722318,"131,234",50000,"2,288,458",5000,8,11,15,16,17,37,36
1005,2022-03-05,12,2061199344,84,49076175,"2,798",1473338,"143,067",50000,"2,349,017",5000,8,13,18,24,27,29,17
1004,2022-02-26,10,2576251913,68,63143430,"2,785",1541743,"140,047",50000,"2,340,772",5000,7,15,30,37,39,44,18
1003,2022-02-19,14,1811116822,66,64029383,"2,649",1595297,"133,896",50000,"2,247,475",5000,1,4,29,39,43,45,31
1002,2022-02-12,8,3088449563,85,48446268,"3,193",1289676,"155,418",50000,"2,436,676",5000,17,25,33,35,38,45,15
1001,2022-02-05,12,2077279594,66,62947867,"2,761",1504730,"140,255",50000,"2,346,904",5000,6,10,12,14,20,42,15
1000,2022-01-29,22,1246819620,109,41941945,"4,018",1137798,"180,052",50000,"2,747,686",5000,2,8,19,22,32,42,39
999,2022-01-22,16,1513274790,67,60229843,"2,943",1371186,"143,217",50000,"2,369,326",5000,1,3,9,14,18,28,34
998,2022-01-15,12,2076499657,53,78358478,"2,648",1568354,"129,576",50000,"2,227,628",5000,13,17,18,20,42,45,41
997,2022-01-08,19,1253749560,85,46708317,"3,692",1075354,"155,887",50000,"2,331,995",5000,4,7,14,16,24,44,20
996,2022-01-01,18,1491185771,86,52018109,"3,313",1350305,"155,856",50000,"2,546,181",5000,6,11,15,24,32,39,28
995,2021-12-25,7,3447271875,69,58287206,"2,793",1439964,"138,372",50000,"2,269,218",5000,1,4,13,29,38,39,7
994,2021-12-18,12,1861582063,70,53188059,"2,803",1328279,"137,937",50000,"2,216,661",5000,1,3,8,24,27,35,28
993,2021-12-11,6,3991197063,70,57017101,"2,732",1460907,"132,583",50000,"2,220,620",5000,6,14,16,18,24,42,44
992,2021-12-04,12,1986955563,58,68515710,"2,373",1674636,"124,311",50000,"2,105,282",5000,12,20,26,33,44,45,24
991,2021-11-27,8,2904166032,110,35202013,"2,969",1304218,"138,068",50000,"2,226,394",5000,13,18,25,31,33,44,38
990,2021-11-20,14,1740095277,56,72503970,"2,858",1420652,"129,113",50000,"2,169,219",5000,2,4,25,26,36,37,28
989,2021-11-13,4,5826768563,63,61658927,"2,444",1589408,"127,891",50000,"2,158,436",5000,17,18,21,27,29,33,26
988,2021-11-06,9,2678489375,61,65864493,"2,663",1508725,"129,322",50000,"2,139,025",5000,2,13,20,30,31,41,27
987,2021-10-30,10,2378711625,73,54308485,"2,968",1335755,"140,004",50000,"2,283,682",5000,2,4,15,23,29,38,7
986,2021-10-23,10,2375275125,70,56554170,"2,793",1417398,"133,889",50000,"2,231,167",5000,7,10,16,28,41,42,40
985,2021-10-16,10,2434752975,62,65450349,"2,581",1572229,"126,523",50000,"2,123,240",5000,17,21,23,30,34,44,19
984,2021-10-09,7,3453006268,64,62945427,"2,596",1551814,"128,129",50000,"2,149,335",5000,3,10,23,35,36,37,18
983,2021-10-02,10,2503422225,78,53491928,"2,640",1580444,"131,780",50000,"2,196,308",5000,13,23,26,31,35,43,15
982,2021-09-25,8,3023630672,81,49771699,"2,931",1375472,"139,208",50000,"2,291,933",5000,5,7,13,20,21,44,33
981,2021-09-18,13,1992863193,65,66428774,"2,824",1528991,"136,630",50000,"2,289,650",5000,27,36,37,41,43,45,32
980,2021-09-11,7,3409443215,70,56824054,"2,819",1411027,"135,751",50000,"2,237,534",5000,3,13,16,23,24,35,14
979,2021-09-04,14,1606400518,79,47446429,"3,414",1097911,"154,980",50000,"2,403,760",5000,7,11,16,21,27,33,24
978,2021-08-28,10,2373391388,70,56509319,"2,826",1399736,"133,915",50000,"2,217,326",5000,1,7,15,32,34,42,8
977,2021-08-21,14,1669905911,82,47517648,"2,474",1574959,"125,781",50000,"2,097,459",5000,2,9,10,14,22,44,16
